po_idx,po_code,po_desc,found_code,found_desc,found_source,db_type,score,match_type
25.2.10,18.050.0140-0,"CENTRAL DE ATENDIMENTO PARA POSTO DE ENFERMAGEM, SALAS CIRURGICAS E CENTROS CIRURGICOS, ATENDENDO ATE 20 LEITOS, COM SINALIZACAO SONORA E LUMINOSA.FORNECIMENTO E COLOCACAO",18.050.0140-0,"CENTRAL DE CHAMADA DE ENFERMAGEM PARA 64 PONTOS, DOIS POSTOS DE ENFERMAGEM POR PAVIMENTO DAS UNIDADES DA INTERNAÇÃO (6 PAV. TIPO). INCLUI FONTE DE ALIMENTAÇÃO 12VCC 5A",EMOP,INSUMO,100,EXACT_CODE
25.2.11,18.050.0140-0,"CENTRAL SEMI-AUTOMÁTICA PARA OXIGÊNIO MEDICINAL, CHAPA EM AÇO CARBONO PINTURA ELETROSTATICA BRANCA, COMPONENTES EM LATÃO, 2 REGULADORES DE PRESSÃO DE SIMPLES ESTÁGIO EM LATÃO, COM MECANISMO DE REVERSÃO, VÁLVULA DE ALÍVIO, VÁLVULA RTO, VÁLVULA ESFERA E CHICOTE DE AÇO INOXIDÁVEL PARA INTERLIGAÇÃO 2X20 CILINDROS",18.050.0140-0,"CENTRAL DE CHAMADA DE ENFERMAGEM PARA 64 PONTOS, DOIS POSTOS DE ENFERMAGEM POR PAVIMENTO DAS UNIDADES DA INTERNAÇÃO (6 PAV. TIPO). INCLUI FONTE DE ALIMENTAÇÃO 12VCC 5A",EMOP,INSUMO,100,EXACT_CODE
25.2.12,18.050.0140-0,"CENTRAL SEMI-AUTOMÁTICA PARA OXIDO NITROSO, CHAPA EM AÇO CARBONO PINTURA ELETROSTÁTICA BRANCA, COMPONENTES EM LATÃO, 2 REGULADORES DE PRESSÃO DE SIMPLES ESTÁGIO EM LATÃO, COM MECANISMO DE REVERSÃO, VÁLVULA DE ALÍVIO, VÁLVULA RTO, VÁLVULA ESFERA E CHICOTE DE AÇO INOXIDÁVEL PARA INTERLIGAÇÃO 2X2 CILINDROS",18.050.0140-0,"CENTRAL DE CHAMADA DE ENFERMAGEM PARA 64 PONTOS, DOIS POSTOS DE ENFERMAGEM POR PAVIMENTO DAS UNIDADES DA INTERNAÇÃO (6 PAV. TIPO). INCLUI FONTE DE ALIMENTAÇÃO 12VCC 5A",EMOP,INSUMO,100,EXACT_CODE
25.2.13,18.050.0120-0,"RÉGUA MEDICINAL COM POSICIONAMENTO HORIZONTAL, 03 PORTAS PARA CONSUMO PARA GASES (O2; AC; VC), 04 TOMADAS TRIPOLAR (220V - 20A), 01 PONTO DE LÓGICA E 01 PORTA PARA CHAMADA DE ENFERMAGEM",18.050.0120-0,"RÉGUA MEDICINAL COM POSICIONAMENTO HORIZONTAL, 03 PORTAS PARA CONSUMO PARA GASES (O2; AC; VC), 04 TOMADAS TRIPOLAR (220V - 20A), 01 PONTO DE LÓGICA E 01 PORTA PARA CHAMADA DE ENFERMAGEM",EMOP,INSUMO,100,EXACT_CODE
25.2.14,18.050.0120-0,"RÉGUA MEDICINAL COM POSICONAMENTO HORIZONTAL, 06 PORTAS PARA CONSUMO PARA GASES (O2 - O2; AC - AC; VC; N2O), 10 TOMADAS TRIPOLAR (220V - 20A), 01 PONTO DE LÓGICA",18.050.0120-0,"RÉGUA MEDICINAL COM POSICIONAMENTO HORIZONTAL, 03 PORTAS PARA CONSUMO PARA GASES (O2; AC; VC), 04 TOMADAS TRIPOLAR (220V - 20A), 01 PONTO DE LÓGICA E 01 PORTA PARA CHAMADA DE ENFERMAGEM",EMOP,INSUMO,100,EXACT_CODE
25.2.15,18.050.0120-0,"RÉGUA MEDICINAL COM POSICONAMENTO HORIZONTAL, 05 PORTAS PARA CONSUMO PARA GASES (O2 ; AC; VC; N2O; SEGA), 10 TOMADAS TRIPOLAR (220V - 20A), 01 PONTO DE LÓGICA",18.050.0120-0,"RÉGUA MEDICINAL COM POSICIONAMENTO HORIZONTAL, 03 PORTAS PARA CONSUMO PARA GASES (O2; AC; VC), 04 TOMADAS TRIPOLAR (220V - 20A), 01 PONTO DE LÓGICA E 01 PORTA PARA CHAMADA DE ENFERMAGEM",EMOP,INSUMO,100,EXACT_CODE
25.2.16,46.10.010,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13206, DIÂMETRO DE 15 MM",46.10.010,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13206, DIÂMETRO DE 15 MM",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.17,46.10.020,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13207, DIÂMETRO DE 22 MM",46.10.020,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13207, DIÂMETRO DE 22 MM",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.18,46.10.030,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13208, DIÂMETRO DE 28 MM",46.10.030,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13208, DIÂMETRO DE 28 MM",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.19,46.10.040,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13209, DIÂMETRO DE 35 MM",46.10.040,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13209, DIÂMETRO DE 35 MM",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.2,18.050.0210-0,"PAINEL DE ALARME MICROPROCESSADO, COM ALARME SONORO E VISUAL PARA AR COMPRIMIDO MEDICINAL COMPOSTO DECAIXA EM MATERIAL TERMOPLÁSTICO DE ALTA RESISTÊNCIA COM PINTURA NA COR BRANCA, IDENTIFICAÇÃO DO GÁS IMPRESSA NA CAIXA, MANÔMETRO DE 0-10 KGF/CM2 PRÉ-CALIBRADO PARA ACIONAMENTO DA PRESSÃO INFERIOR A 3,5 KGF/CM2, COM EXTENSÃO ESPIRALADA NA COR DO GÁS COM CONECTORES (CONEXÃO PADRÃO ABNT NBR 11906).",18.050.0210-0,"PAINEL DE ALARME MICROPROCESSADO, COM ALARME SONORO E VISUAL PARA AR COMPRIMIDO MEDICINAL COMPOSTO DECAIXA EM MATERIAL TERMOPLÁSTICO DE ALTA RESISTÊNCIA COM PINTURA NA COR BRANCA, IDENTIFICAÇÃO DO GÁS IMPRESSA NA CAIXA, MANÔMETRO DE 0-10 KGF/CM2 PRÉ-CALIBRADO PARA ACIONAMENTO DA PRESSÃO INFERIOR A 3,5 KGF/CM2, COM EXTENSÃO ESPIRALADA NA COR DO GÁS COM CONECTORES (CONEXÃO PADRÃO ABNT NBR 11906).",EMOP,INSUMO,100,EXACT_CODE
25.2.20,46.10.050,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13210, DIÂMETRO DE 42 MM",46.10.050,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13210, DIÂMETRO DE 42 MM",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.21,46.10.060,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13211, DIÂMETRO DE 54 MM",46.10.060,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13211, DIÂMETRO DE 54 MM",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.28,G0368,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø15MM,G0368,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø15MM,SEINFRA,INSUMO,100,EXACT_CODE
25.2.29,G0369,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø22MM,G0369,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø22MM,SEINFRA,INSUMO,100,EXACT_CODE
25.2.3,18.050.0210-0,"PAINEL DE ALARME MICROPROCESSADO, COM ALARME SONORO E VISUAL PARA OXIGÊNIO MEDICINAL COMPOSTO DE CAIXA EM MATERIAL TERMOPLÁSTICO DE ALTA RESISTÊNCIA COM PINTURA NA COR BRANCA, IDENTIFICAÇÃO DO GÁS IMPRESSA NA CAIXA, MANÔMETRO DE 0-10 KGF/CM2 PRÉ-CALIBRADO PARA ACIONAMENTO DA PRESSÃO INFERIOR A 3,5 KGF/CM2, COM EXTENSÃO ESPIRALADA NA COR DO GÁS COM CONECTORES (CONEXÃO PADRÃO ABNT NBR 11906).",18.050.0210-0,"PAINEL DE ALARME MICROPROCESSADO, COM ALARME SONORO E VISUAL PARA AR COMPRIMIDO MEDICINAL COMPOSTO DECAIXA EM MATERIAL TERMOPLÁSTICO DE ALTA RESISTÊNCIA COM PINTURA NA COR BRANCA, IDENTIFICAÇÃO DO GÁS IMPRESSA NA CAIXA, MANÔMETRO DE 0-10 KGF/CM2 PRÉ-CALIBRADO PARA ACIONAMENTO DA PRESSÃO INFERIOR A 3,5 KGF/CM2, COM EXTENSÃO ESPIRALADA NA COR DO GÁS COM CONECTORES (CONEXÃO PADRÃO ABNT NBR 11906).",EMOP,INSUMO,100,EXACT_CODE
25.2.30,G0370,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø28MM,G0370,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø28MM,SEINFRA,INSUMO,100,EXACT_CODE
25.2.31,G0371,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø35MM,G0371,VÁLVULA ESFERA TRIPARTIDA ROSCADAS COM FECHO RÁPIDO EM AÇO INOX 304 PASSAGEM PLENA PARA USO MEDICINAL Ø35MM,SEINFRA,INSUMO,100,EXACT_CODE
25.2.32,47.07.010,VÁLVULA ESFERA TRIPARTIDA COM FECHO RÁPIDO EM PVC-U PASSAGEM PLENA PARA USO MEDICINAL Ø15MM,47.07.010,VÁLVULA ESFERA TRIPARTIDA COM FECHO RÁPIDO EM PVC-U PASSAGEM PLENA PARA USO MEDICINAL Ø15MM,SP OBRAS,INSUMO,100,EXACT_CODE
25.2.33,47.07.020,VÁLVULA ESFERA TRIPARTIDA COM FECHO RÁPIDO EM PVC-U PASSAGEM PLENA PARA USO MEDICINAL Ø22MM,47.07.020,VÁLVULA ESFERA TRIPARTIDA COM FECHO RÁPIDO EM PVC-U PASSAGEM PLENA PARA USO MEDICINAL Ø22MM,SP OBRAS,INSUMO,100,EXACT_CODE
25.2.34,47.07.030,VÁLVULA ESFERA TRIPARTIDA COM FECHO RÁPIDO EM PVC-U PASSAGEM PLENA PARA USO MEDICINAL Ø28MM,47.07.030,VÁLVULA ESFERA TRIPARTIDA COM FECHO RÁPIDO EM PVC-U PASSAGEM PLENA PARA USO MEDICINAL Ø28MM,SP OBRAS,INSUMO,100,EXACT_CODE
25.2.35,47.01.191,"VÁLVULA DE ESFERA MONOBLOCO EM LATÃO, PASSAGEM PLENA, ACIONAMENTO COM ALAVANCA, DN= 1.1/4´",47.01.191,"VÁLVULA DE ESFERA MONOBLOCO EM LATÃO, PASSAGEM PLENA, ACIONAMENTO COM ALAVANCA, DN= 1.1/4´",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.36,S13555,"VÁLVULA DE ESFERA EM AÇO D = 1 1/2"", COM ALAVANCA AZUL, DOCOL OU SIMILAR",S13555,"VÁLVULA DE ESFERA EM AÇO D = 1 1/2"", COM ALAVANCA AZUL, DOCOL OU SIMILAR",ORSE,INSUMO,100,EXACT_CODE
25.2.37,46.10.020,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13207, DIÂMETRO DE 22 MM",46.10.020,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A, CONFORME ABNT NBR 13207, DIÂMETRO DE 22 MM",SP OBRAS,INSUMO,100,EXACT_CODE
25.2.4,18.050.0210-0,"PAINEL DE ALARME MICROPROCESSADO, COM ALARME SONORO E VISUAL PARA VÁCUO CLÍNICO MEDICINAL COMPOSTO DECAIXA EM MATERIAL TERMOPLÁSTICO DE ALTA RESISTÊNCIA COM PINTURA NA COR BRANCA, IDENTIFICAÇÃO DO GÁS IMPRESSA NA CAIXA, MANÔMETRO DE 0 A - 76 CMHG PRÉ-CALIBRADO PARA ACIONAMENTO DA PRESSÃO INFERIOR A 15 POL.HG, COM EXTENSÃO ESPIRALADA NA COR DO GÁS COM CONECTORES (CONEXÃO PADRÃO ABNT NBR 11906).",18.050.0210-0,"PAINEL DE ALARME MICROPROCESSADO, COM ALARME SONORO E VISUAL PARA AR COMPRIMIDO MEDICINAL COMPOSTO DECAIXA EM MATERIAL TERMOPLÁSTICO DE ALTA RESISTÊNCIA COM PINTURA NA COR BRANCA, IDENTIFICAÇÃO DO GÁS IMPRESSA NA CAIXA, MANÔMETRO DE 0-10 KGF/CM2 PRÉ-CALIBRADO PARA ACIONAMENTO DA PRESSÃO INFERIOR A 3,5 KGF/CM2, COM EXTENSÃO ESPIRALADA NA COR DO GÁS COM CONECTORES (CONEXÃO PADRÃO ABNT NBR 11906).",EMOP,INSUMO,100,EXACT_CODE
25.2.5,18.050.0210-0,"PAINEL MODULAR GASES MEDICINAIS P/LEITO HOSPITALAR, COMPR.1, 45M ALT.0, 30M, 3 MODULOS INDEPENDENTES CONTENDO 6 SAIDAS P/GASES, SENDO:2 SAIDAS OXIGENIO, 2 SAIDAS AR COMPRIMIDO 2 SAIDAS VACUO, ANVISA/MS (RDC 50-2002) ABNT NBR 12118, 11 TOMADAS ELETRICAS 110V, 2 TOMADAS ELETRICAS 220V, 2 TOMADAS LOGICA, 1 CHAMADA ENFERMAGEM, 1 LUMINARIA DESCANSO, 1 INTERRUPTOR.FORN.INSTAL.",18.050.0210-0,"PAINEL DE ALARME MICROPROCESSADO, COM ALARME SONORO E VISUAL PARA AR COMPRIMIDO MEDICINAL COMPOSTO DECAIXA EM MATERIAL TERMOPLÁSTICO DE ALTA RESISTÊNCIA COM PINTURA NA COR BRANCA, IDENTIFICAÇÃO DO GÁS IMPRESSA NA CAIXA, MANÔMETRO DE 0-10 KGF/CM2 PRÉ-CALIBRADO PARA ACIONAMENTO DA PRESSÃO INFERIOR A 3,5 KGF/CM2, COM EXTENSÃO ESPIRALADA NA COR DO GÁS COM CONECTORES (CONEXÃO PADRÃO ABNT NBR 11906).",EMOP,INSUMO,100,EXACT_CODE
25.2.6,18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA AR MEDICINAL+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA AR MEDICINAL+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",EMOP,INSUMO,100,EXACT_CODE
25.2.7,18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA OXIGÊNIO+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA AR MEDICINAL+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",EMOP,INSUMO,100,EXACT_CODE
25.2.8,18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA VÁCUO+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA AR MEDICINAL+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",EMOP,INSUMO,100,EXACT_CODE
25.2.9,18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA SEGA+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",18.050.0100-0,"KIT POSTO DE CONSUMO APARENTE PARA AR MEDICINAL+ VÁLVULA DE DUPLA RETENÇÃO + TARUGO 15MM X 1/4"" RF",EMOP,INSUMO,100,EXACT_CODE
26.1,22.05.03,"FORNEC. E INSTAL. DE MONTA-CARGA COMPLETO C/ CAPAC. MAX=300KG, P/ 2 PARADAS - BDI = 17,31",22.05.03,"FORNEC. E INSTAL. DE MONTA-CARGA COMPLETO C/ CAPAC. MAX=300KG, P/ 2 PARADAS",EMBASA,INSUMO,100,EXACT_CODE
26.2,CPU-EQ-001,"ELEVADORES PÚBLICO DE 1,6M X 2,5M (LXP), 24 PASSAGEIROS OU 2000KG, VELOCIDADE 105M/MIN - BDI = 17,31",CPU-EQ-001,"ELEVADORES PÚBLICO DE 1,6M X 2,5M (LXP), 24 PASSAGEIROS OU 2000KG, VELOCIDADE 105M/MIN",PRÓPRIA,INSUMO,100,EXACT_CODE
26.3,CPU-EQ-02,"ELEVADOR DE SERVIÇO DE 1,6M X 2,5M (LXP), 24 PASSAGEIROS OU 2000KG, VELOCIDADE 105M/MIN - BDI = 17,31",CPU-EQ-02,"ELEVADOR DE SERVIÇO DE 1,6M X 2,5M (LXP), 24 PASSAGEIROS OU 2000KG, VELOCIDADE 105M/MIN",PRÓPRIA,INSUMO,100,EXACT_CODE
26.4,CPU-EQ-03,"ELEVADOR DE EMERGÊNCIA DE 1,6M X 2,5M (LXP), 24 PASSAGEIROS OU 2000KG, VELOCIDADE 105M/MIN - BDI = 17,31",CPU-EQ-03,"ELEVADOR DE EMERGÊNCIA DE 1,6M X 2,5M (LXP), 24 PASSAGEIROS OU 2000KG, VELOCIDADE 105M/MIN",PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.1,CP-EL-01,"PMT-SE-380-QTA-TR2, 24KV 630A 20KA. - BDI = 17,31",CP-EL-01,"PMT-SE-380-QTA-TR2, 24KV 630A 20KA.",PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.10,CP-EL-10,"PMT-SE-QTA 2, 24KV 630A 20KA. - BDI = 17,31",CP-EL-10,"PMT-SE-QTA 2, 24KV 630A 20KA.",PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.100,CP-EL-100,"QF.03.01 - 1600X800X300 - BDI = 17,31",CP-EL-100,QF.03.01 - 1600X800X300,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.101,CP-EL-101,"QF.03.02 - 1200X800X250 - BDI = 17,31",CP-EL-101,QF.03.02 - 1200X800X250,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.102,CP-EL-102,"QF.03.03 - 2100X900X600 - BDI = 17,31",CP-EL-102,QF.03.03 - 2100X900X600,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.103,CP-EL-103,"QF.10.01 - 1200X600X220 - BDI = 17,31",CP-EL-103,QF.10.01 - 1200X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.104,CP-EL-104,"QF.10.380V - 1200X700X250 - BDI = 17,31",CP-EL-104,QF.10.380V - 1200X700X250,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.105,CP-EL-105,"QF.CME - 1600X800X300 - BDI = 17,31",CP-EL-105,QF.CME - 1600X800X300,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.106,CP-EL-106,"QF.ITM.01.01 - 800X600X220 - BDI = 17,31",CP-EL-106,QF.ITM.01.01 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.107,CP-EL-107,"QF.ITM.01.02 - 800X600X220 - BDI = 17,31",CP-EL-107,QF.ITM.01.02 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.108,CP-EL-108,"QF.ITM.01.03 - 800X600X220 - BDI = 17,31",CP-EL-108,QF.ITM.01.03 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.109,CP-EL-109,"QF.ITM.01.04 - 800X600X220 - BDI = 17,31",CP-EL-109,QF.ITM.01.04 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.11,CP-EL-11,"PMT-SE-QTA 1, 24KV 630A 20KA. - BDI = 17,31",CP-EL-11,"PMT-SE-QTA 1, 24KV 630A 20KA.",PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.110,CP-EL-110,"QF.ITM.02.01 - 800X600X220 - BDI = 17,31",CP-EL-110,QF.ITM.02.01 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.111,CP-EL-111,"QF.ITM.02.02 - 800X600X220 - BDI = 17,31",CP-EL-111,QF.ITM.02.02 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.112,CP-EL-112,"QF.ITM.02.03 - 800X600X220 - BDI = 17,31",CP-EL-112,QF.ITM.02.03 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.113,CP-EL-113,"QF.ITM.02.04 - 800X600X220 - BDI = 17,31",CP-EL-113,QF.ITM.02.04 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.114,CP-EL-114,"QF.TE.01 - 1600X800X250 - BDI = 17,31",CP-EL-114,QF.TE.01 - 1600X800X250,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.115,CP-EL-115,"QF.TE.02 - 1600X800X220 - BDI = 17,31",CP-EL-115,QF.TE.02 - 1600X800X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.116,CP-EL-116,"QF.TP.01 - 1600X1400X300 - BDI = 17,31",CP-EL-116,QF.TP.01 - 1600X1400X300,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.117,CP-EL-117,"QFAC03.01 - 1200X600X220 - BDI = 17,31",CP-EL-117,QFAC03.01 - 1200X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.118,CP-EL-118,"QFAC03.02 - 1200X600X220 - BDI = 17,31",CP-EL-118,QFAC03.02 - 1200X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.119,CP-EL-119,"QGBT.220.01 - 2100X2900X1000 - BDI = 17,31",CP-EL-119,QGBT.220.01 - 2100X2900X1000,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.12,CP-EL-12,"PMT-C.E.M, 24KV 630A 20KA. - BDI = 17,31",CP-EL-12,"PMT-C.E.M, 24KV 630A 20KA.",PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.120,CP-EL-120,"QGBT.220.02 - 2100X3800X1000 - BDI = 17,31",CP-EL-120,QGBT.220.02 - 2100X3800X1000,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.121,CP-EL-121,"QGBT.380.01 - 2100X2000X600 - BDI = 17,31",CP-EL-121,QGBT.380.01 - 2100X2000X600,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.122,CP-EL-122,"QGBT.380.02 - 2100X1600X600 - BDI = 17,31",CP-EL-122,QGBT.380.02 - 2100X1600X600,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.123,CP-EL-123,"QGBT.EGMT.01 - 1200X800X300 - BDI = 17,31",CP-EL-123,QGBT.EGMT.01 - 1200X800X300,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.124,CP-EL-124,"QGBT.EGMT.02 - 1200X800X300 - BDI = 17,31",CP-EL-124,QGBT.EGMT.02 - 1200X800X300,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.125,CP-EL-125,"QTM.01 - 1200X800X300 - BDI = 17,31",CP-EL-125,QTM.01 - 1200X800X300,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.126,CP-EL-126,"QTM.02 - 1200X800X300 - BDI = 17,31",CP-EL-126,QTM.02 - 1200X800X300,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.13,CP-EL-13,"AC02.01.01 - 1080X600X220 - BDI = 17,31",CP-EL-13,AC02.01.01 - 1080X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.14,CP-EL-14,"AC02.02.02 - 520X500X150 - BDI = 17,31",CP-EL-14,AC02.02.02 - 520X500X150,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.15,CP-EL-15,"AC02.02.03 - 800X600X220 - BDI = 17,31",CP-EL-15,AC02.02.03 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.16,CP-EL-16,"AC03.01.01 - 1080X600X220 - BDI = 17,31",CP-EL-16,AC03.01.01 - 1080X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.17,CP-EL-17,"AC03.01.02 - 1080X600X220 - BDI = 17,31",CP-EL-17,AC03.01.02 - 1080X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.18,CP-EL-18,"AC03.01.03 - 800X600X220 - BDI = 17,31",CP-EL-18,AC03.01.03 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.19,CP-EL-19,"AC03.02.01 - 1080X600X220 - BDI = 17,31",CP-EL-19,AC03.02.01 - 1080X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.2,CP-EL-02,"PMT-SE-380-QTA-TR1, 24KV 630A 20KA. - BDI = 17,31",CP-EL-02,"PMT-SE-380-QTA-TR1, 24KV 630A 20KA.",PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.20,CP-EL-20,"AC03.02.02 - 1480X600X220 - BDI = 17,31",CP-EL-20,AC03.02.02 - 1480X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.21,CP-EL-21,"AC03.02.03 - 1480X600X220 - BDI = 17,31",CP-EL-21,AC03.02.03 - 1480X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.22,CP-EL-22,"ACO2.02.01 - 520X500X150 - BDI = 17,31",CP-EL-22,ACO2.02.01 - 520X500X150,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.23,CP-EL-23,"ACTE.01.01 - 800X600X220 - BDI = 17,31",CP-EL-23,ACTE.01.01 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.24,CP-EL-24,"ACTE.01.02 - 1080X600X220 - BDI = 17,31",CP-EL-24,ACTE.01.02 - 1080X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.25,CP-EL-25,"ACTE.01.03 - 800X600X220 - BDI = 17,31",CP-EL-25,ACTE.01.03 - 800X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.26,CP-EL-26,"ACTE.02.01 - 520X500X150 - BDI = 17,31",CP-EL-26,ACTE.02.01 - 520X500X150,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.27,CP-EL-27,"CD.02.01.01 - 1080X600X220 - BDI = 17,31",CP-EL-27,CD.02.01.01 - 1080X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.28,CP-EL-28,"CD.02.01.02 - 1080X600X220 - BDI = 17,31",CP-EL-28,CD.02.01.02 - 1080X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.29,CP-EL-29,"CD.02.01.03 - 1200X600X220 - BDI = 17,31",CP-EL-29,CD.02.01.03 - 1200X600X220,PRÓPRIA,INSUMO,100,EXACT_CODE
27.1.3,CP-EL-03,"PMT-SE-220-QTA-TR1, 24KV 630A 20KA. - BDI = 17,31",CP-EL-03,"PMT-SE-220-QTA-TR1, 24KV 630A 20KA.",PRÓPRIA,INSUMO,100,EXACT_CODE
