idx,source,code,desc,unit,qty,manual_price,type,status,final_price,method
27.1.80,PRÓPRIA,CP-EL-80,"CDTE.02.06 - 1080X600X220 - BDI = 17,31",UN,1.0,8000.0,ITEM,NO_COMP,8000.0,PO_MANUAL
27.1.81,PRÓPRIA,CP-EL-81,"CDTE.02.07 - 1080X600X220 - BDI = 17,31",UN,1.0,8800.0,ITEM,NO_COMP,8800.0,PO_MANUAL
27.1.82,PRÓPRIA,CP-EL-82,"CDTP.01.01 - 1080X600X220 - BDI = 17,31",UN,1.0,6900.0,ITEM,NO_COMP,6900.0,PO_MANUAL
27.1.83,PRÓPRIA,CP-EL-83,"GMV - 800X600X220 - BDI = 17,31",UN,1.0,6500.0,ITEM,NO_COMP,6500.0,PO_MANUAL
27.1.84,PRÓPRIA,CP-EL-84,"ILUM.O1 - 1080X600X220 - BDI = 17,31",UN,1.0,8900.0,ITEM,NO_COMP,8900.0,PO_MANUAL
27.1.85,PRÓPRIA,CP-EL-85,"ILUM.O10 - 1080X600X220 - BDI = 17,31",UN,1.0,11700.0,ITEM,NO_COMP,11700.0,PO_MANUAL
27.1.86,PRÓPRIA,CP-EL-86,"ILUM.O11 - 1080X600X220 - BDI = 17,31",UN,1.0,10200.0,ITEM,NO_COMP,10200.0,PO_MANUAL
27.1.87,PRÓPRIA,CP-EL-87,"ILUM.O2 - 1080X600X220 - BDI = 17,31",UN,1.0,10450.0,ITEM,NO_COMP,10450.0,PO_MANUAL
27.1.88,PRÓPRIA,CP-EL-88,"ILUM.O3 - 1080X600X220 - BDI = 17,31",UN,1.0,10620.0,ITEM,NO_COMP,10620.0,PO_MANUAL
27.1.89,PRÓPRIA,CP-EL-89,"ILUM.O4 - 1080X600X220 - BDI = 17,31",UN,1.0,9800.0,ITEM,NO_COMP,9800.0,PO_MANUAL
27.1.90,PRÓPRIA,CP-EL-90,"ILUM.O5 - 1080X600X220 - BDI = 17,31",UN,1.0,9900.0,ITEM,NO_COMP,9900.0,PO_MANUAL
27.1.91,PRÓPRIA,CP-EL-91,"ILUM.O6 - 1080X600X220 - BDI = 17,31",UN,1.0,10200.0,ITEM,NO_COMP,10200.0,PO_MANUAL
27.1.92,PRÓPRIA,CP-EL-92,"ILUM.O7 - 1080X600X220 - BDI = 17,31",UN,1.0,10400.0,ITEM,NO_COMP,10400.0,PO_MANUAL
27.1.93,PRÓPRIA,CP-EL-93,"ILUM.O8 - 1080X600X220 - BDI = 17,31",UN,1.0,10700.0,ITEM,NO_COMP,10700.0,PO_MANUAL
27.1.94,PRÓPRIA,CP-EL-94,"ILUM.O9 - 1080X600X220 - BDI = 17,31",UN,1.0,10300.0,ITEM,NO_COMP,10300.0,PO_MANUAL
27.1.95,PRÓPRIA,CP-EL-95,"OXL.01 - 800X600X220 - BDI = 17,31",UN,1.0,5500.0,ITEM,NO_COMP,5500.0,PO_MANUAL
27.1.96,PRÓPRIA,CP-EL-96,"QF.02.01 - 2100X900X400 - BDI = 17,31",UN,1.0,62000.0,ITEM,NO_COMP,62000.0,PO_MANUAL
27.1.97,PRÓPRIA,CP-EL-97,"QF.02.02 - 1080X600X220 - BDI = 17,31",UN,1.0,10700.0,ITEM,NO_COMP,10700.0,PO_MANUAL
27.1.98,PRÓPRIA,CP-EL-98,"QF.02.02 - 2100X1100X600 - BDI = 17,31",UN,1.0,75100.0,ITEM,NO_COMP,75100.0,PO_MANUAL
27.1.99,PRÓPRIA,CP-EL-99,"QF.02.380V - 2100X900X600 - BDI = 17,31",UN,1.0,64000.0,ITEM,NO_COMP,64000.0,PO_MANUAL
27.1.100,PRÓPRIA,CP-EL-100,"QF.03.01 - 1600X800X300 - BDI = 17,31",UN,1.0,21000.0,ITEM,NO_COMP,21000.0,PO_MANUAL
27.1.101,PRÓPRIA,CP-EL-101,"QF.03.02 - 1200X800X250 - BDI = 17,31",UN,1.0,11800.0,ITEM,NO_COMP,11800.0,PO_MANUAL
27.1.102,PRÓPRIA,CP-EL-102,"QF.03.03 - 2100X900X600 - BDI = 17,31",UN,1.0,48300.0,ITEM,NO_COMP,48300.0,PO_MANUAL
27.1.103,PRÓPRIA,CP-EL-103,"QF.10.01 - 1200X600X220 - BDI = 17,31",UN,1.0,9700.0,ITEM,NO_COMP,9700.0,PO_MANUAL
27.1.104,PRÓPRIA,CP-EL-104,"QF.10.380V - 1200X700X250 - BDI = 17,31",UN,1.0,13800.0,ITEM,NO_COMP,13800.0,PO_MANUAL
27.1.105,PRÓPRIA,CP-EL-105,"QF.CME - 1600X800X300 - BDI = 17,31",UN,1.0,18760.0,ITEM,NO_COMP,18760.0,PO_MANUAL
27.1.106,PRÓPRIA,CP-EL-106,"QF.ITM.01.01 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.107,PRÓPRIA,CP-EL-107,"QF.ITM.01.02 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.108,PRÓPRIA,CP-EL-108,"QF.ITM.01.03 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.109,PRÓPRIA,CP-EL-109,"QF.ITM.01.04 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.110,PRÓPRIA,CP-EL-110,"QF.ITM.02.01 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.111,PRÓPRIA,CP-EL-111,"QF.ITM.02.02 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.112,PRÓPRIA,CP-EL-112,"QF.ITM.02.03 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.113,PRÓPRIA,CP-EL-113,"QF.ITM.02.04 - 800X600X220 - BDI = 17,31",UN,1.0,6200.0,ITEM,NO_COMP,6200.0,PO_MANUAL
27.1.114,PRÓPRIA,CP-EL-114,"QF.TE.01 - 1600X800X250 - BDI = 17,31",UN,1.0,18900.0,ITEM,NO_COMP,18900.0,PO_MANUAL
27.1.115,PRÓPRIA,CP-EL-115,"QF.TE.02 - 1600X800X220 - BDI = 17,31",UN,1.0,15700.0,ITEM,NO_COMP,15700.0,PO_MANUAL
27.1.116,PRÓPRIA,CP-EL-116,"QF.TP.01 - 1600X1400X300 - BDI = 17,31",UN,1.0,37300.0,ITEM,NO_COMP,37300.0,PO_MANUAL
27.1.117,PRÓPRIA,CP-EL-117,"QFAC03.01 - 1200X600X220 - BDI = 17,31",UN,1.0,11740.0,ITEM,NO_COMP,11740.0,PO_MANUAL
27.1.118,PRÓPRIA,CP-EL-118,"QFAC03.02 - 1200X600X220 - BDI = 17,31",UN,1.0,11740.0,ITEM,NO_COMP,11740.0,PO_MANUAL
27.1.119,PRÓPRIA,CP-EL-119,"QGBT.220.01 - 2100X2900X1000 - BDI = 17,31",UN,1.0,318000.0,ITEM,NO_COMP,318000.0,PO_MANUAL
27.1.120,PRÓPRIA,CP-EL-120,"QGBT.220.02 - 2100X3800X1000 - BDI = 17,31",UN,1.0,363000.0,ITEM,NO_COMP,363000.0,PO_MANUAL
27.1.121,PRÓPRIA,CP-EL-121,"QGBT.380.01 - 2100X2000X600 - BDI = 17,31",UN,1.0,160700.0,ITEM,NO_COMP,160700.0,PO_MANUAL
27.1.122,PRÓPRIA,CP-EL-122,"QGBT.380.02 - 2100X1600X600 - BDI = 17,31",UN,1.0,147300.0,ITEM,NO_COMP,147300.0,PO_MANUAL
27.1.123,PRÓPRIA,CP-EL-123,"QGBT.EGMT.01 - 1200X800X300 - BDI = 17,31",UN,1.0,17500.0,ITEM,NO_COMP,17500.0,PO_MANUAL
27.1.124,PRÓPRIA,CP-EL-124,"QGBT.EGMT.02 - 1200X800X300 - BDI = 17,31",UN,1.0,15300.0,ITEM,NO_COMP,15300.0,PO_MANUAL
27.1.125,PRÓPRIA,CP-EL-125,"QTM.01 - 1200X800X300 - BDI = 17,31",UN,1.0,11600.0,ITEM,NO_COMP,11600.0,PO_MANUAL
27.1.126,PRÓPRIA,CP-EL-126,"QTM.02 - 1200X800X300 - BDI = 17,31",UN,1.0,11600.0,ITEM,NO_COMP,11600.0,PO_MANUAL
27.2,,,EGMT,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.1,,,"SETOR MT, QGBTS E GERADORES",,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.1.1,SP EDUCAÇÃO,09.01.029,ENTRADA DE ENERGIA PARA DUPLO ALIMENTADOR PADRÃO ENEL A SER DEFINIDA EM PROJETO EXECUTIVO,UN,1.0,174805.71,ITEM,NO_COMP,174805.71,PO_MANUAL
27.2.1.2,SEINFRA,C4062,"GRUPOR MOTOR / GERADOR 750 KVA - 60HZ 380/254V, EQUIPADO COM: 1 CONJUNTO DE AMORTECEDORES; 2 BATERIAS CHUMBO-ÁCIDO 12V - 150AH; 1 TANQUE DE COMBUSTÍVEL EM POLIETILENO DE 250 LITROS; 1 CONJUNTO DE ESCAPAMENTO; 1 CONJUNTO DE ATENUADORES DE RUÍDOS P/ ASPIRAÇÃO DE AR FRIO, EXAUSTÃO DE AR QUENTE COM ATENUAÇÃO DE 75DB PARA FUNCIONAMENTO EM PARALELO ATIVO EM QUATRO GRUPOS MAIS UM RESERVA - BDI = 17,31",UN,5.0,661446.7999999999,ITEM,NO_COMP,661446.7999999999,PO_MANUAL
27.2.1.3,SINAPI,00007661,"COMPLEMENTO DE TUBULAÇÃO DE ESCAPAMENTO DE GASES EM AÇO SCHEDULE 40 8""",M,15.0,904.53,ITEM,NO_COMP,904.53,PO_MANUAL
27.2.1.4,SEINFRA,I13203,"FLANGE 8"" EM AÇO PARA TUBULAÇÃO DE ESCAPAMENTO",UN,15.0,4369.37,ITEM,NO_COMP,4369.37,PO_MANUAL
27.2.1.5,PRÓPRIA,CPU-ELE-HUUFCA-006,"PAINEL DE PARALELISMO PARA GRUPOS GERADORES PBT-PARALELISMO1 CONFORME DIAGRAMA UNIFILAR E MEMORIAL DESCRITIVO - BDI = 17,31",UN,1.0,767000.0,ITEM,NO_COMP,767000.0,PO_MANUAL
27.2.1.6,CPOS,37.16.071,BARRAMENTO BLINDADO COBRE 5 POLOS 5000A COM ACESSÓRIOS,M,14.0,18539.42,ITEM,NO_COMP,15458.029999999999,PO_MANUAL
27.2.1.7,SCO,IT 24.72.0112 (/),"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 3000KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =380/220V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (SERVIÇO)",UN,2.0,4187.32,ITEM,NO_COMP,4187.32,PO_MANUAL
27.2.1.8,PRÓPRIA,COT-ELE-HUUFCA-001,"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 3000KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =380/220V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (FORNECIMENTO DE MATERIAL) - BDI = 17,31",UN,2.0,246612.77,ITEM,NO_COMP,246612.77,PO_MANUAL
27.2.1.9,SCO,IT 24.72.0112 (/),"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 225KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =220/127V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (SERVIÇO)",UN,2.0,4187.32,ITEM,NO_COMP,4187.32,PO_MANUAL
27.2.1.1,PRÓPRIA,COT-ELE-HUUFCA-002,"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 225KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =220/127V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (FORNECIMENTO DE MATERIAL) - BDI = 17,31",UN,1.0,59290.0,ITEM,NO_COMP,59290.0,PO_MANUAL
27.2.1.1,SP OBRAS,39.06.084,"CABO DE COBRE SINGELO, SEÇÃO 120MM², ENCORDOAMENTO CLASSE 5, ISOLAÇÃO 12/20KV - 90º",M,210.0,212.09,ITEM,NO_COMP,212.09,PO_MANUAL
27.2.1.1,EMOP,15.008.0394-0,"CABO DE COBRE SINGELO, SEÇÃO 70MM², ENCORDOAMENTO CLASSE 5, ISOLAÇÃO 12/20KV - 90º",M,90.0,109.97,ITEM,NO_COMP,109.97,PO_MANUAL
27.2.1.1,SIURB,09.014.017 (E),"CABO DE COBRE SINGELO, SEÇÃO 35MM², ENCORDOAMENTO CLASSE 5, ISOLAÇÃO 12/20KV - 90º",M,90.0,123.02000000000001,ITEM,NO_COMP,123.02000000000001,PO_MANUAL
27.2.1.1,SIURB,09.016.018 (E),"BANCO AUTOMÁTICO DE CAPACITORES, 40 KVAR, 110/220V, TRIFÁSICO, MONTADO EM PAINEL PARA CORREÇÃO DE FATOR DE POTÊNCIA - BDI = 17,31",UN,1.0,34859.52,ITEM,NO_COMP,71771.12,PO_MANUAL
27.2.2,,,ELETRODUTOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.2.1,SINAPI,91855,"ELETRODUTO FLEXÍVEL - PAREDE - 3/4""",M,20.0,11.56,ITEM,OK,13.439714059600002,CALCULATED
27.2.2.2,SINAPI,91872,"ELETRODUTO RÍGIDO - PAREDE - 1""",M,1.0,18.96,ITEM,OK,21.4337792518,CALCULATED
27.2.2.3,SINAPI,91871,"ELETRODUTO RÍGIDO - PAREDE - 3/4""",M,18.0,14.99,ITEM,OK,17.4975250638,CALCULATED
27.2.2.4,SINAPI,93012,"ELETRODUTO RÍGIDO - PISO - 4""",M,4.0,70.98,ITEM,OK,66.5832766022,CALCULATED
27.2.2.5,SINAPI,91867,"ELETRODUTO RÍGIDO - PISO - 3/4""",M,1.0,10.36,ITEM,OK,11.3677956836,CALCULATED
27.2.2.6,SINAPI,91863,"ELETRODUTO RÍGIDO - TETO - 3/4""",M,17.0,11.74,ITEM,OK,13.190200918599999,CALCULATED
27.2.2.7,SINAPI,91864,"ELETRODUTO RÍGIDO - TETO - 1""",M,6.0,15.71,ITEM,OK,17.1264551066,CALCULATED
27.2.2.8,SINAPI,91893,"CURVA ROSCÁVEL MACHO - RÍGIDO - 1""",UN,1.0,16.61,ITEM,OK,21.553410256000003,CALCULATED
27.2.2.9,SINAPI,91914,"CURVA ROSCÁVEL MACHO - RÍGIDO - 3/4""",UN,26.0,18.62,ITEM,OK,24.367941773,CALCULATED
27.2.2.1,SCO,IP 29.20.0503 (/),"LUVA ROSCÁVEL - RÍGIDO - 1""",UN,2.0,1.81,ITEM,NO_COMP,1.81,PO_MANUAL
27.2.2.1,ORSE,S01300,"LUVA ROSCÁVEL - RÍGIDO - 3/4""",UN,64.0,24.439999999999998,ITEM,NO_COMP,24.439999999999998,PO_MANUAL
27.2.3,,,PERFILADOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.3.1,SEINFRA,C1165,DUTO PERFURADO - 38MMX38MM - COM CONEXÕES,M,141.0,62.3,ITEM,NO_COMP,62.3,PO_MANUAL
27.2.3.2,SIURB,09.084.057 (E),"SAÍDA LATERAL PARA ELETRODUTO 3/4""",UN,55.0,7.4,ITEM,NO_COMP,7.4,PO_MANUAL
27.2.4,,,CAIXAS DE LIGAÇÃO E PASSAGEM,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.4.1,SINAPI,91939,"CAIXA DE PASSAGEM 2X4""",UN,30.0,33.28,ITEM,OK,43.529667840035806,CALCULATED
27.2.4.2,SP EDUCAÇÃO,09.06.019,CAIXA DE PASSAGEM 50X50X15CM - TETO,UN,2.0,200.85000000000002,ITEM,NO_COMP,200.85000000000002,PO_MANUAL
27.2.4.3,SP EDUCAÇÃO,09.06.019,CAIXA DE PASSAGEM 50X50X50CM METÁLICA - PISO,UN,1.0,200.85000000000002,ITEM,NO_COMP,200.85000000000002,PO_MANUAL
27.2.4.4,SP EDUCAÇÃO,09.06.054,CAIXA DE PASSAGEM PLASTICA DE 4X4 PAREDE DE CONCRETO COM TAMPA REMOVIVEL E ESPAÇADOR DE 10CM,UN,10.0,26.72,ITEM,NO_COMP,26.72,PO_MANUAL
27.2.5,,,TOMADAS E INTERRUPTORES,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.5.1,SINAPI,91959,INTERRUPTOR DUPLO,UN,2.0,47.52,ITEM,OK,56.540030982000005,CALCULATED
27.2.5.2,SINAPI,91969,INTERRUPTOR PARALELO - THREE WAY,UN,2.0,84.19,ITEM,OK,100.40805576759999,CALCULATED
27.2.5.3,SINAPI,91953,INTERRUPTOR SIMPLES,UN,4.0,31.26,ITEM,OK,37.415115384,CALCULATED
27.2.5.4,SINAPI,91996,TOMADA SIMPLES 2P+T / 10A,UN,7.0,36.96,ITEM,OK,44.617573183000005,CALCULATED
27.2.5.5,SINAPI,92009,TOMADA DUPLA 2P+T/10A - 127V,UN,12.0,54.73,ITEM,OK,63.8710509606,CALCULATED
27.2.5.6,SINAPI,92016,TOMADA TRIPLA,UN,1.0,68.16,ITEM,OK,80.41434444320001,CALCULATED
27.2.6,,,LUMINÁRIAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.6.1,ORSE,S13921,PLAFON DE SOBREPOR E27 COM LÂMPADA LED BULBO 15W 4000K,UN,2.0,351.94000000000005,ITEM,NO_COMP,351.94000000000005,PO_MANUAL
27.2.6.2,ORSE,S11866,LUMINÁRIA BLOCO AUTÔNOMO LED 1200 LUMENS,UN,7.0,242.47,ITEM,NO_COMP,242.47,PO_MANUAL
27.2.6.3,SINAPI,97607,LUMINÁRIA TIPO ARANDELA TARTARUGA COM LÂMPADA LED BULBO 15W 4000K,UN,2.0,107.09,ITEM,OK,119.21146913856,CALCULATED
27.2.6.4,SUDECAP,11.38.12,LUMINÁRIA 2X18W COMPLETA 120CM (LÂMPADA LED E SOQUETE),UN,38.0,216.67999999999998,ITEM,NO_COMP,216.67999999999998,PO_MANUAL
27.2.7,,,CABOS ELÉTRICOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.7.1,SINAPI,92994,"CABO ISOLADO FLEXÍVEL SEÇÃO 120MM2 - 0,6/1,0KV - 90º - LSZH",M,180.0,147.62,ITEM,OK,123.90690036299999,CALCULATED
27.2.7.2,SINAPI,91926,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V",M,1240.0,4.85,ITEM,OK,4.822962072599999,CALCULATED
27.2.8,,,ATERRAMENTO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.8.1,IOPES,S160318,CABO DE COBRE NU 35MM²,M,135.0,54.79,ITEM,NO_COMP,54.79,PO_MANUAL
27.2.8.2,SIURB,09.006.097 (E),CABO DE COBRE NU 95MM²,M,74.0,121.25,ITEM,NO_COMP,121.25,PO_MANUAL
27.2.8.3,CPTM,02.03.10.100.147,FIO DE COBRE NU TIPO CORDOALHA PARA ATERRAMENTO - 25MM² X 300MM,M,24.0,36.82,ITEM,NO_COMP,36.82,PO_MANUAL
27.2.9,,,LEITO DE CABOS - ELETROLÍTICO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.2.9.1,CPOS,38.12.130,LEITO PESADO 400X200MM,M,15.0,247.37,ITEM,NO_COMP,769.38,PO_MANUAL
27.2.9.2,SP OBRAS,38.12.130,LEITO PESADO 800X100MM,M,27.0,417.1,ITEM,NO_COMP,769.38,PO_MANUAL
27.2.9.3,CPOS,38.12.086,LEITO PESADO 200X200MM,M,4.0,122.81,ITEM,NO_COMP,232.67,PO_MANUAL
27.2.9.4,EMOP,15.018.0595-0,TAPETE DE BORRACHA PARA MANOBRA ISOLAÇÃO 15KV,UN,25.0,59.17,ITEM,NO_COMP,59.17,PO_MANUAL
27.3,,,SE220V,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.1,,,"SETOR MT, QGBTS",,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.1.1,EMOP,15.008.0394-0,"CABO DE COBRE SINGELO, SEÇÃO 70MM², ENCORDOAMENTO CLASSE 5, ISOLAÇÃO 12/20KV - 90º - ALIMENTADORES AL1.SE220V E AL2.SE220V",M,2520.0,109.97,ITEM,NO_COMP,109.97,PO_MANUAL
27.3.1.2,SCO,IT 24.72.0112 (/),"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 2000KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =220/127V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (SERVIÇO)",UN,2.0,4187.32,ITEM,NO_COMP,4187.32,PO_MANUAL
27.3.1.3,PRÓPRIA,COT-ELE-HUUFCA-003,"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 2000KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =220/127V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (FORNECIMENTO DE MATERIAL) - BDI = 17,31",UN,2.0,189300.0,ITEM,NO_COMP,189300.0,PO_MANUAL
27.3.1.4,CPOS,37.16.071,BARRAMENTO BLINDADO COBRE 5 POLOS 6300A COM ACESSÓRIOS,M,20.0,24702.2,ITEM,NO_COMP,15458.029999999999,PO_MANUAL
27.3.1.5,SIURB,09.016.018 (E),"BANCO AUTOMÁTICO DE CAPACITORES, 360 KVAR, 110/220V, TRIFÁSICO, MONTADO EM PAINEL PARA CORREÇÃO DE FATOR DE POTÊNCIA - BDI = 17,31",UN,1.0,71771.12,ITEM,NO_COMP,71771.12,PO_MANUAL
27.3.2,,,ELETRODUTOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.2.1,SINAPI,91855,"ELETRODUTO FLEXÍVEL - PAREDE - 3/4""",M,1.0,11.56,ITEM,OK,13.439714059600002,CALCULATED
27.3.2.2,SINAPI,91871,"ELETRODUTO RÍGIDO - PAREDE - 3/4""",M,8.0,14.99,ITEM,OK,17.4975250638,CALCULATED
27.3.2.3,SINAPI,91867,"ELETRODUTO RÍGIDO - PISO - 4""",M,2.0,10.36,ITEM,OK,11.3677956836,CALCULATED
27.3.2.4,SINAPI,91863,"ELETRODUTO RÍGIDO - TETO - 3/4""",M,7.0,11.74,ITEM,OK,13.190200918599999,CALCULATED
27.3.2.5,SINAPI,91902,"CURVA ROSCÁVEL MACHO - RÍGIDO - 3/4""",UN,18.0,11.15,ITEM,OK,14.490801922800003,CALCULATED
27.3.2.6,SINAPI,91879,"LUVA ROSCÁVEL - RÍGIDO - 3/4""",UN,36.0,6.95,ITEM,OK,9.090534615200001,CALCULATED
27.3.3,,,PERFILADOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.3.1,SEINFRA,C1165,DUTO PERFURADO - 38MMX38MM,M,54.0,62.3,ITEM,NO_COMP,62.3,PO_MANUAL
27.3.3.2,SIURB,09.084.057 (E),"PERFILADO SAÍDA LATERAL ELETRODUTO 3/4""",UN,28.0,7.4,ITEM,NO_COMP,7.4,PO_MANUAL
27.3.3.3,SIURB,09.084.037 (E),PERFILADO JUNÇÃO 'L' 38X38MM,UN,2.0,27.090000000000003,ITEM,NO_COMP,27.090000000000003,PO_MANUAL
27.3.3.4,SIURB,09.084.043 (E),PERFILADO JUNÇÃO 'T' 38X38MM,UN,2.0,110.81,ITEM,NO_COMP,110.81,PO_MANUAL
27.3.4,,,CAIXAS DE LIGAÇÃO E PASSAGEM,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.4.1,SINAPI,91939,"CAIXA DE PASSAGEM 2X4""",UN,9.0,33.28,ITEM,OK,43.529667840035806,CALCULATED
27.3.5,,,TOMADAS E INTERRUPTORES,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.5.1,SINAPI,91959,INTERRUPTOR DUPLO,UN,1.0,47.52,ITEM,OK,56.540030982000005,CALCULATED
27.3.5.2,SINAPI,92009,TOMADA DUPLA 2P+T/10A - 127V,UN,8.0,54.73,ITEM,OK,63.8710509606,CALCULATED
27.3.5.3,SINAPI,92001,TOMADA SIMPLES 2P+T / 10A,UN,8.0,34.89,ITEM,OK,41.117757478,CALCULATED
27.3.6,,,LUMINÁRIAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.6.1,ORSE,S11866,LUMINÁRIA BLOCO AUTÔNOMO LED 1200 LUMENS,UN,8.0,242.47,ITEM,NO_COMP,242.47,PO_MANUAL
27.3.6.2,SUDECAP,11.38.12,LUMINÁRIA 2X18W COMPLETA 120CM (LÂMPADA LED E SOQUETE),UN,20.0,216.67999999999998,ITEM,NO_COMP,216.67999999999998,PO_MANUAL
27.3.7,,,CABOS ELÉTRICOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
